id,seo
1759,"{""title"":""Ernährung, Koffein & Alkohol als Trigger | AustroFit"",""meta_description"":""Was wirklich hinter vermeintlichen Triggern steckt: evidenzbasierte Einordnung zu Ernährung, Unverträglichkeiten und Risiken – ohne Verbote oder Dogmen.""}"
1760,"{""title"":""Depression & Angst verstehen – Begriffe, Häufigkeit, Alltag"",""meta_description"":""Was Depression und Angst bedeuten, wie häufig sie sind und was Betroffene oft erleben – verständlich und evidenzbasiert erklärt.""}"
1761,"{""title"":""Depression: Anzeichen erkennen & realistische Hilfe"",""meta_description"":""Wie du Anzeichen einer Depression einordnest und welche Maßnahmen nachweislich helfen können – ruhig, verständlich und evidenzbasiert.""}"
1762,"{""title"":""Angststörung & Panik: Symptome verstehen | AustroFit"",""meta_description"":""Was Angststörungen und Panik ausmacht, welche Symptome auftreten können und wann ärztliche Abklärung sinnvoll ist Mehr dazu auf AustroFit.""}"
1763,"{""title"":""Stress & Burnout verstehen: Warnsignale | AustroFit"",""meta_description"":""Stress gehört zum Leben – wird er dauerhaft, kann er belasten. Erfahre, worauf du achten solltest und wie Erholung realistisch gelingt.""}"
1764,"{""title"":""Hilfe finden: Anlaufstellen, Gespräche | AustroFit"",""meta_description"":""Welche Anlaufstellen gibt es, wie können Gespräche helfen und wann ist ärztliche Unterstützung sinnvoll? Ein evidenzbasierter Überblick ohne Empfehlung.""}"
1765,"{""title"":""Rückenschmerzen verstehen – Ursachen, Verlauf, Einordnung"",""meta_description"":""Was Rückenschmerzen bedeuten können, wie sie häufig verlaufen und wann ärztliche Abklärung sinnvoll ist Mehr dazu auf AustroFit.""}"
1766,"{""title"":""Warnzeichen bei Rückenschmerzen – wann zum Arzt?"",""meta_description"":""Welche Warnzeichen bei Rückenschmerzen solltest du ernst nehmen? Eine ruhige Orientierung, wann ärztliche Abklärung sinnvoll oder dringend ist.""}"
1767,"{""title"":""ISG, Bandscheibe, Ischias: Ursachen | AustroFit"",""meta_description"":""ISG, Bandscheibe oder Ischias? Erfahre, was hinter ausstrahlenden Rückenschmerzen steckt, was wichtig ist und wann ärztliche Abklärung sinnvoll ist.""}"
1768,"{""title"":""Akut vs. chronisch: Warum Rückenschmerzen bleiben können"",""meta_description"":""Was unterscheidet akute von chronischen Rückenschmerzen? Verständliche Erklärung, typische Missverständnisse und Orientierung für den Alltag.""}"
1769,"{""title"":""Selbsthilfe & Bewegung im Alltag – was wirklich unterstützt"",""meta_description"":""Evidenzbasierte Einordnung: Warum Bewegung wichtig ist, was realistisch hilft und wann ärztlicher Rat sinnvoll ist – ohne Heilversprechen.""}"
1770,"{""title"":""MRT, CT oder Röntgen – wann ist Bildgebung sinnvoll?"",""meta_description"":""Erfahre, wann bildgebende Diagnostik wie MRT, CT oder Röntgen sinnvoll ist und worauf du im Alltag achten kannst Mehr dazu auf AustroFit.""}"
